Doctor Name,City,Specialization,Doctor Qualification,Experience(Years),Total_Reviews,Patient Satisfaction Rate(%age),Avg Time to Patients(mins),Wait Time(mins),Hospital Address,Doctors Link,Fee(PKR)
Dr. Moazzam Javaid Cheema,SHEIKHUPURA,Neurologist,"MBBS, FCPS (Neurology)",10.0,238.0,98.0,13.0,19.0,"Central Hospital Gujranwala, GT Road, Gujranwala",https://www.marham.pk/doctors/sheikhupura/neuro-physician/dr-moazzam-javaid-cheema#reviews-scroll,1500.0
Dr. Muhammad Umer Farooq,SHEIKHUPURA,Neurologist,"MBBS, FCPS (Neurology)",8.0,30.0,100.0,13.0,11.0,"New Life Hospital, Muhammadpura, Sialkot",https://www.marham.pk/doctors/sheikhupura/neuro-physician/dr-muhammad-umer-farooq#reviews-scroll,1500.0
Dr. Shumaila Qayyum,SHEIKHUPURA,Gynecologist," MBBS , MCPS (Obstetrics &amp; Gynecology) , FCPS (Obstetrics &amp; Gynecology) ",18.0,1.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/gynecologist/sheikhupura/dr-shumaila-qayyum-19772#reviews-scroll,700.0
Dr. Muhammad Sabir Ashraf,SHEIKHUPURA,Urologist,"MBBS, MS (Urology)",14.0,174.0,97.0,15.0,13.0,"Sabir Surgical Hospital, Housing Colony, Sheikhupura",https://www.marham.pk/doctors/sheikhupura/urologist/dr-muhammad-sabir-ashraf#reviews-scroll,1500.0
Dr. Salman Ahmad Ansari,SHEIKHUPURA,Gastroenterologist,"MBBS , MD Gastroenterology",11.0,18.0,100.0,17.0,11.0,"Luqman Hospital, Civil Lines, Sheikhupura",https://www.marham.pk/doctors/lahore/gastroenterologist/dr-salman-ahmad-ansari#reviews-scroll,2500.0
Dr. Cap Muhammad Imran,SHEIKHUPURA,Gastroenterologist,MBBS,25.0,25.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/gastroenterologist/sheikhupura/dr-cap-muhammad-imran-19001#reviews-scroll,1000.0
Dr. Usama Faizan,SHEIKHUPURA,Gastroenterologist,"MBBS, FCPS",8.0,31.0,100.0,15.0,5.0,"Siddique Hospital, Civil Lines, Sheikhupura",https://www.marham.pk/doctors/lahore/gastroenterologist/dr-usama-faizan#reviews-scroll,1500.0
Dr. Syed Tayyab Hassan,SHEIKHUPURA,Orthopedic Surgeon,"MBBS , FCPS (Orthopedic Surgery)",10.0,47.0,100.0,15.0,12.0,No Address Available,https://www.marham.pk/online-consultation/orthopedic-surgeon/sheikhupura/dr-syed-tayyab-hassan-26740#reviews-scroll,1500.0
Dr. Muhammad Taqi,SHEIKHUPURA,Orthopedic Surgeon," MBBS , FCPS (Orthopedic Surgery) , MD ",6.0,1.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/orthopedic-surgeon/sheikhupura/dr-muhammad-taqi-29973#reviews-scroll,1000.0
Dr. Adnan Ullah Hashmi,SHEIKHUPURA,Pediatrician,"MBBS, MCPS (Pediatrics)",10.0,7.0,100.0,15.0,0.0,"Gillani Surgical Hospital, Sheikhupura, Sheikhupura",https://www.marham.pk/doctors/sheikhupura/pediatrician/dr-adnan-ullah-hashmi#reviews-scroll,500.0
Dr. Muhammad Awais Butt,SHEIKHUPURA,Pediatrician," MBBS , FCPS ",9.0,19.0,100.0,13.0,11.0,"Shafiq Children Clinic, , Civil Lines, Sheikhupura",https://www.marham.pk/doctors/sheikhupura/pediatrician/dr-muhammad-awais-butt#reviews-scroll,1500.0
Dr. M Hassan,SHEIKHUPURA,General Physician,MBBS,5.0,1.0,100.0,20.0,9.0,"District Head Quarter Hospital, Sheikhupura, Sheikhupura",https://www.marham.pk/doctors/sheikhupura/general-physician/dr-m-hassan#reviews-scroll,800.0
Dr. Iram Ehmad,SHEIKHUPURA,General Physician, MBBS ,5.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,800.0
Dr. Muhammad Abdullah Hashmi,SHEIKHUPURA,Internal Medicine Specialist,MBBS,4.0,3.0,100.0,5.0,0.0,"Fatima Memorial Dental Hospital, Shadman 1, Lahore",https://www.marham.pk/doctors/sheikhupura/general-physician/dr-muhammad-abdullah-hashmi#reviews-scroll,500.0
Dr. Shahid Iqbal,SHEIKHUPURA,General Physician,"MBBS, FCPS-I",1.0,2.0,100.0,14.0,11.0,"Independent University Hospital, Nurwala Road, School Stop, Faisalabad",https://www.marham.pk/online-consultation/general-physician/sheikhupura/dr-shahid-iqbal-24817#reviews-scroll,500.0
Dr. Nazia Yousaf,SHEIKHUPURA,General Physician,"MBBS, FCPS",15.0,15.0,100.0,15.0,8.0,"Yousaf Qureshi Hospital, Allama Iqbal Park, Sheikhupura",https://www.marham.pk/doctors/sheikhupura/general-physician/dr-nazia-yousaf#reviews-scroll,800.0
Dr. Muhammad Zeeshan Arif,SHEIKHUPURA,General Physician, MBBS ,1.5,4.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/general-physician/sheikhupura/dr-muhammad-zeeshan-arif-30678#reviews-scroll,1000.0
Dr. Arslan Sarwar,SHEIKHUPURA,General Physician,MBBS,1.0,2.0,100.0,10.0,5.0,"Tariq Hospital, punjab, Sheikhupura",https://www.marham.pk/doctors/sheikhupura/general-physician/dr-arslan-sarwar#reviews-scroll,500.0
Dr. Muhammad Younas Munir,SHEIKHUPURA,General Physician,"MBBS, D.A",4.0,0.0,94.0,14.0,11.0,"My Family Clinic, Faisalabad Road, Sheikhupura",No Link Available,0.0
Dr. Muhammad Qasim Umer,SHEIKHUPURA,Nephrologist,MBBS. FCPS (Nephrologist),5.0,20.0,96.0,15.0,11.0,No Address Available,https://www.marham.pk/online-consultation/nephrologist/sheikhupura/dr-muhammad-qasim-umer-26996#reviews-scroll,2000.0
Dr. Shahzaib,SHEIKHUPURA,Neuro Surgeon,"MBBS, MS Neurosugery",5.0,64.0,100.0,14.0,18.0,"Sultan Hospital, Housing collony chowk, Sheikhupura",https://www.marham.pk/doctors/sheikhupura/neuro-surgeon/dr-shahzaib#reviews-scroll,2500.0
Dr. Syeda Mehr Batool,SHORKOT,Pediatrician,"MBBS, FCPS",6.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,500.0
Dr. Muhammad Imran Haider,SHORKOT,Pediatrician,"MBBS, FCPS (Peadiatrics)",5.0,2.0,100.0,14.0,11.0,"Haleema Surgical Hospital, 0, shorkot",https://www.marham.pk/doctors/shorkot/pediatrician/dr-muhammad-imran-haider#reviews-scroll,500.0
Dr. Muhammad Hamza Tariq,SHORKOT,General Physician,MBBS,3.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,250.0
Dr. Sajjad Hussain,SKARDU,Gastroenterologist,"MBBS, FCPS (Gastroenterology)",8.0,1.0,100.0,10.0,10.0,"Baltistan Surgical and Medical Complex, skardu, Skardu",https://www.marham.pk/doctors/skardu/gastroenterologist/dr-sajjad-hussain#reviews-scroll,700.0
Dr. Muhammad Younus,SKARDU,General Physician, MBBS ,1.0,1.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/general-physician/skardu/dr-muhammad-younus-29886#reviews-scroll,200.0
Dr. Fiza Sharaf,SUKKUR,Gynecologist,"MBBS, FCPS* (Obstetrics &amp; Gynecology)",10.0,1.0,100.0,20.0,15.0,"City Health Care Hospital, sukkur, Sukkur",https://www.marham.pk/doctors/sukkur/gynecologist/dr-fiza-sharaf#reviews-scroll,1000.0
Dr. Arooba Bhutto,SUKKUR,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Gynecology)",8.0,1.0,100.0,20.0,20.0,"Red Crescent General Hospital / Hilal-e-Ahmer, minara road, Sukkur",https://www.marham.pk/doctors/sukkur/gynecologist/dr-arooba-bhutto#reviews-scroll,1000.0
Asst. Prof. Dr. Naveed Mahar,SUKKUR,Urologist,"MBBS, FCPS (Urology)",6.0,6.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/urologist/sukkur/asst-prof-dr-naveed-mahar-29224#reviews-scroll,3000.0
Dr. Muhammad Nasir Soomro,SUKKUR,Pulmonologist / Lung Specialist," MBBS , DTCD , MDR-TB Specialist ",5.0,28.0,97.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/pulmonologist/sukkur/dr-muhammad-nasir-soomro-16203#reviews-scroll,750.0
Asst. Prof. Dr. Muhammad Younis,SUKKUR,Orthopedic Surgeon,"MBBS, FCPS",8.0,7.0,88.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/orthopedic-surgeon/sukkur/asst-prof-dr-muhammad-younis-26049#reviews-scroll,500.0
Asst. Prof. Dr. Sijad Ahmed Mahar,SUKKUR,Orthopedic Surgeon," MBBS , FCPS (Orthopedic Surgery) ",16.0,5.0,100.0,16.0,10.0,"River City Hospital, sukkur, Sukkur",https://www.marham.pk/doctors/sukkur/orthopedic-surgeon/asst-prof-dr-sijad-ahmed-mahar#reviews-scroll,1000.0
Dr. Sajid Ali,SUKKUR,Pediatrician,"MBBS , FCPS",5.0,18.0,95.0,15.0,7.0,No Address Available,https://www.marham.pk/online-consultation/pediatrician/sukkur/dr-sajid-ali-26335#reviews-scroll,100.0
Dr. Muhammad Zubair,SUKKUR,Pediatrician, MD (Basic Medical Qualification) ,7.0,2.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/pediatrician/sukkur/dr-muhammad-zubair-28922#reviews-scroll,150.0
Dr. Mehmood Ahmed,SUKKUR,Pediatrician,"MBBS, DCH",10.0,0.0,94.0,14.0,11.0,"Red Crescent General Hospital / Hilal-e-Ahmer, minara road, Sukkur",No Link Available,750.0
Dr. Rubab Fatima,SUKKUR,General Physician, MBBS ,3.0,3.0,100.0,10.0,9.0,No Address Available,https://www.marham.pk/online-consultation/general-physician/sukkur/dr-rubab-fatima-31238#reviews-scroll,500.0
Dr. Ubedullah Buriro,SUKKUR,General Physician,MBBS,10.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,500.0
Dr. Mahnoor,SUKKUR,General Physician,MBBS,2.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,500.0
Dr. Ihsan Ullah,SUKKUR,General Physician,MBBS,2.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,500.0
Dr. Muhammad Saleh,SUKKUR,General Physician,MBBS,3.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,300.0
Dr. Rida Babar,SUKKUR,General Physician,MBBS,2.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,500.0
Dr. Tanveer Shaikh,SUKKUR,Nephrologist,"MBBS, MD Nephrology",4.0,24.0,96.0,13.0,8.0,"Red Crescent General Hospital / Hilal-e-Ahmer, minara road, Sukkur",https://www.marham.pk/doctors/sukkur/nephrologist/dr-tanveer-shaikh#reviews-scroll,1000.0
Prof. Dr. Abdul Nasir Siddiqui,SUKKUR,Ent Specialist,"MBBS, DOMS",38.0,1.0,100.0,20.0,0.0,No Address Available,https://www.marham.pk/online-consultation/ent-specialist/sukkur/prof-dr-abdul-nasir-siddiqui-18368#reviews-scroll,1500.0
Asst. Prof. Dr. Ishfaque Ahmed,SUKKUR,Neuro Surgeon," MBBS , Master of Surgery (Neuro Surgery) ",8.0,9.0,100.0,13.0,36.0,"Hira Medical Center, Barrage Colony, Sukkur",https://www.marham.pk/doctors/sukkur/neuro-surgeon/asst-prof-dr-ishfaque-ahmed#reviews-scroll,1000.0
Dr. Mohammad Usman Khan,SWABI,Neurologist,"MBBS,FCPS",14.0,0.0,94.0,14.0,11.0,"Dua Medical Centre, Keley Mardan, Swabi",No Link Available,500.0
Dr. Sara Gul,SWABI,Gynecologist,"MBBS, FCPS (Obstetrics &amp; Gynecology), Diploma in Gynecology &amp; Obstetrics (DGO), Master of Public Health (MPH)",13.0,61.0,100.0,15.0,19.0,"Al jannat Hospital &amp; Infertility Center Swabi, Kala Pul, Swabi",https://www.marham.pk/doctors/swabi/gynecologist/dr-sara-gul#reviews-scroll,1500.0
Dr. Alia Zeb,SWABI,Gynecologist," MBBS , FCPS (Obstetrics &amp; Gynaecology) ",15.0,3.0,100.0,10.0,10.0,"Care and Cure medical complex, Islamabad, Islamabad",https://www.marham.pk/doctors/islamabad/gynecologist/dr-alia-zeb#reviews-scroll,1200.0
Dr. Asma Gul,SWABI,Gynecologist,MBBS,5.0,0.0,94.0,14.0,11.0,"Jamal Medical Center, Gharibabad Maniri, Swabi",No Link Available,300.0
Dr. Saima Iram,SWABI,Gynecologist,"MBBS,FCPS",9.0,0.0,94.0,14.0,11.0,"Jamal Medical Center, Gharibabad Maniri, Swabi",No Link Available,300.0
Dr. Sajjida Usman,SWABI,Gynecologist,MBBS,50.0,0.0,94.0,14.0,11.0,"New Life Hospital, Banars Colony, Swabi",No Link Available,300.0
Dr. Nasreen Akhtar,SWABI,Gynecologist,MBBS,40.0,0.0,94.0,14.0,11.0,"Doctors Medical Center, Banars Colony, Swabi",No Link Available,300.0
Dr. Rukhsana,SWABI,Gynecologist,MBBS,10.0,0.0,94.0,14.0,11.0,"Sardar Memorial Hospital, Gharibabad Maniri, Swabi",No Link Available,300.0
Dr. Iqbal Begum,SWABI,Gynecologist," MBBS , FCPS ",40.0,0.0,94.0,14.0,11.0,"Jamal Medical Center, Gharibabad Maniri, Swabi",No Link Available,300.0
Dr. Zil E Huma,SWABI,Gynecologist,"MBBS,FCPS",11.0,0.0,94.0,14.0,11.0,"Dua Medical Centre, Keley Mardan, Swabi",No Link Available,500.0
Dr. Muhammad Zubair,SWABI,Gastroenterologist,"MBBS, FCPS (Gastroenterology)",5.0,4.0,100.0,15.0,13.0,"Dawood Medical Center, Main GIKI Road, Topi",https://www.marham.pk/doctors/topi/gastroenterologist/dr-muhammad-zubair#reviews-scroll,2000.0
Dr. Iltaf,SWABI,Gastroenterologist,"MBBS,FCPS",10.0,0.0,94.0,14.0,11.0,"Jamal Medical Center, Gharibabad Maniri, Swabi",No Link Available,400.0
Dr. Fazal Mannan,SWABI,Gastroenterologist,"MBBS,FCPS",20.0,0.0,94.0,14.0,11.0,"Jamal Medical Center, Gharibabad Maniri, Swabi",No Link Available,500.0
Dr. Lal Zada,SWABI,Pulmonologist / Lung Specialist,"MBBS,FCPS",13.0,0.0,94.0,14.0,11.0,"Sardar Memorial Hospital, Gharibabad Maniri, Swabi",No Link Available,500.0
Dr. Muhammad Arsalan Mabood,SWABI,Orthopedic Surgeon,"MBBS, FCPS (Orthopedic Surgery)",10.0,4.0,100.0,10.0,10.0,"Idrees Plaza, Khyber Pakhtunkhwa, Swabi",https://www.marham.pk/doctors/peshawar/orthopedic-surgeon/dr-muhammad-arsalan-mabood#reviews-scroll,1500.0
Assoc. Prof. Dr. Sajjad Ur Rehman,SWABI,Pediatrician,"MBBS, FCPS Pediatrics, FCPS Neonatology (In progress), PGPN (USA)",12.0,168.0,98.0,14.0,10.0,"Jamal Medical Center, Gharibabad Maniri, Swabi",https://www.marham.pk/doctors/swabi/pediatrician/assoc-prof-dr-sajjad-ur-rehman#reviews-scroll,1000.0
Dr. Inayat Ullah,SWABI,Pediatrician,"MBBS , FCPS Pediatrics , Fellowship Neonatology",10.0,13.0,100.0,13.0,8.0,"Bacha Khan Medical Complex, Khyber Pakhtunkhwa, Swabi",https://www.marham.pk/doctors/swabi/pediatrician/dr-inayat-ullah#reviews-scroll,500.0
Dr. Bibi Asma,SWABI,Pediatrician,"MBBS, FCPS",12.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,1000.0
Dr. Khushdil Khan,SWABI,Pediatrician,MBBS,9.0,0.0,94.0,14.0,11.0,"Jamal Medical Center, Gharibabad Maniri, Swabi",No Link Available,400.0
Dr. Wali Mohammad,SWABI,Pediatrician,MBBS,10.0,0.0,94.0,14.0,11.0,"Jamal Medical Center, Gharibabad Maniri, Swabi",No Link Available,400.0
Dr. Syed Atiq Ur Rehman,SWABI,Pediatrician,"MBBS/ MD, DPH",16.0,0.0,94.0,14.0,11.0,"Dr Atiq Children Clinic tordher, Tordher, Swabi",No Link Available,400.0
Dr. Roohullah,SWABI,Pediatrician,"MBBS,FCPS,DHC",15.0,0.0,94.0,14.0,11.0,"Sardar Memorial Hospital, Gharibabad Maniri, Swabi",No Link Available,500.0
Dr. Faiza Rehman,SWABI,Gynecologist, MBBS ,7.0,6.0,100.0,5.0,6.0,"ISRAR Medical Center Yarhussain, KPK, Swabi",https://www.marham.pk/doctors/rawalpindi/general-physician/dr-faiza-rehman#reviews-scroll,500.0
Dr. Shahid Akbar,SWABI,General Physician,MBBS,4.0,7.0,100.0,10.0,5.0,"Dua Medical Centre, Keley Mardan, Swabi",https://www.marham.pk/doctors/swabi/general-physician/dr-shahid-akbar#reviews-scroll,200.0
Dr. Wasim Akram,SWABI,General Physician,MBBS,8.0,0.0,94.0,14.0,11.0,"Ibrahimi Hospital, Khyber Pakhtunkhwa, Swat",No Link Available,800.0
Dr. Ubaid Ullah Asad,SWABI,Family Medicine,MBBS,9.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,800.0
Dr. Salim Riaz,SWABI,General Physician,MBBS,3.0,0.0,94.0,14.0,11.0,"Mahaban Medical And research Hospital, Swabi, Swabi",No Link Available,300.0
Dr. Akhtar Ali Shah,SWABI,General Physician,MBBS,40.0,0.0,94.0,14.0,11.0,"Jamal Medical Center, Gharibabad Maniri, Swabi",No Link Available,500.0
Dr. Mohammad Saqib,SWABI,General Physician,"MBBS,FCPS",5.0,0.0,94.0,14.0,11.0,"New Life Hospital, Banars Colony, Swabi",No Link Available,400.0
Dr. Arshad Irshad,SWABI,General Physician,"MBBS,FCPS",25.0,0.0,94.0,14.0,11.0,"Doctors Medical Center, Banars Colony, Swabi",No Link Available,500.0
Dr. Bakhzamin Khan,SWABI,General Physician,MBBS,17.0,0.0,94.0,14.0,11.0,"Sardar Memorial Hospital, Gharibabad Maniri, Swabi",No Link Available,300.0
Dr. Syed Muneeb,SWABI,Nephrologist,"MBBS,FCPS",30.0,0.0,94.0,14.0,11.0,"Sardar Memorial Hospital, Gharibabad Maniri, Swabi",No Link Available,600.0
Dr. Zahid Ali Shah,SWABI,Nephrologist,"MBBS,FCPS",11.0,0.0,94.0,14.0,11.0,"Dua Medical Centre, Keley Mardan, Swabi",No Link Available,500.0
Dr. Mohammad Adeel,SWABI,Ent Specialist,"MBBS,FCPS",10.0,0.0,94.0,14.0,11.0,"Jamal Medical Center, Gharibabad Maniri, Swabi",No Link Available,500.0
Dr. Muhammad Abbas Khan,SWABI,Neuro Surgeon,"MBBS, FCPS (Neurosurgery)",8.0,91.0,98.0,15.0,9.0,"Dr Atta Khan Hospital and Pharmacy, Airport Housing Society, Rawalpindi",https://www.marham.pk/doctors/swabi/neuro-surgeon/dr-muhammad-abbas-khan#reviews-scroll,3000.0
Asst. Prof. Dr. Amer Zaman,SWABI,Neuro Surgeon,"MBBS, FCPS (Neurosurgery)",2.0,1.0,100.0,20.0,0.0,No Address Available,https://www.marham.pk/online-consultation/neuro-surgeon/swabi/asst-prof-dr-amer-zaman-34569#reviews-scroll,1000.0
Dr. Rahmat Ali,SWAT,Dermatologist,"MBBS, FCPS II (Dermatology)",5.0,64.0,100.0,16.0,23.0,"The Best Skin &amp; laser Clinic, kumber, Swat",https://www.marham.pk/doctors/swat/dermatologist/dr-rahmat-ali#reviews-scroll,1000.0
Asst. Prof. Dr. Sohail Waheed,SWAT,Dermatologist,"MBBS, MSc Clinical Dermatology (UK), Postgraduate Diploma In Dermatology (UK), M.Phil (Pak)",5.0,56.0,98.0,15.0,15.0,"Dr Sohail Skin Laser &amp; Aesthetics Hospital, Saidu Sharif, Swat",https://www.marham.pk/doctors/swat/dermatologist/asst-prof-dr-sohail-waheed#reviews-scroll,1000.0
Dr. Maham Gul,SWAT,Gynecologist," MBBS , MCPS (Obstetrics &amp; Gynaecology) ",4.0,0.0,94.0,14.0,11.0,"Swat Institute of Rehabilitation &amp; Medical Sciences, Khyber Pakhtunkhwa, Pakistan, Swat",No Link Available,1000.0
Dr. Sidra Kashif,SWAT,Gynecologist,MBBS,6.0,12.0,100.0,17.0,11.0,No Address Available,https://www.marham.pk/online-consultation/gynecologist/swat/dr-sidra-kashif-29651#reviews-scroll,700.0
Dr. Syed Shabir Ahmad,SWAT,General Physician," MBBS , FCPS (Urology) ",5.0,5.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/urologist/swat/dr-syed-shabir-ahmad-19121#reviews-scroll,500.0
Dr. Murad Rashid,SWAT,Gastroenterologist,"MBBS,FCPS",10.0,0.0,94.0,14.0,11.0,"Rehman Medical Center, college colony, Swat",No Link Available,500.0
Dr. Hussain Khan,SWAT,Orthopedic Surgeon," MBBS , FCPS (Orthopedic Surgery) ",5.0,0.0,94.0,14.0,11.0,"Roshan Specialised Hospital, Saidu Sharif, Swat",No Link Available,1000.0
Dr. Majid Nisar,SWAT,Orthopedic Surgeon,"MBBS, MS (Orthopedics), PhD (Orthopedic Surgery)",9.0,0.0,94.0,14.0,11.0,"IDC Lab &amp; Diagnostic Centre, Saidu Sharif, Swat",No Link Available,1500.0
Dr. Jamshid Ali,SWAT,Orthopedic Surgeon,"MD, MS (Orthopedic Surgery)",11.0,1.0,100.0,10.0,10.0,"Mir Khel Medical and Surgical Plaza, Matta, Swat",https://www.marham.pk/doctors/swat/orthopedic-surgeon/dr-jamshid-ali#reviews-scroll,1200.0
Dr. Shah Hussain,SWAT,General Physician,"MBBS, FCPS (Pediatrician)",12.0,11.0,100.0,15.0,10.0,"Shifa hospital, mingora, Swat",https://www.marham.pk/doctors/swat/pediatrician/dr-shah-hussain#reviews-scroll,600.0
Dr. Tariq Aziz,SWAT,Pediatrician,"MBBS, MCPS, FCPS",6.0,4.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/pediatrician/swat/dr-tariq-aziz-23731#reviews-scroll,600.0
Dr. Arif Khan,SWAT,Pediatrician, MBBS ,5.0,2.0,100.0,10.0,5.0,No Address Available,https://www.marham.pk/online-consultation/pediatrician/swat/dr-arif-khan-29915#reviews-scroll,1200.0
Dr. Abdullah Khan,SWAT,Pediatrician,"MBBS, FCPS (Paediatrics)",6.0,4.0,100.0,10.0,5.0,"Hameed children medical center, KPK, Saidu Sharif",https://www.marham.pk/doctors/swat/pediatrician/dr-abdullah-khan#reviews-scroll,500.0
Dr. Amjad Alii,SWAT,General Surgeon,MBBS,3.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,500.0
Dr. Muhammad Kashif Rehmani,SWAT,General Physician,MBBS,4.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,200.0
Dr. Luqman Hakim,SWAT,General Physician,MBBS,2.0,22.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/general-physician/swat/dr-luqman-hakim-21962#reviews-scroll,1000.0
Dr. Hassan Ali Nigar,SWAT,General Physician,MBBS,5.0,22.0,100.0,15.0,20.0,"Saidu Teaching Hospital, Saidu Sharif, Swat",https://www.marham.pk/doctors/swat/general-physician/dr-hassan-ali-nigar#reviews-scroll,1000.0
Dr. Maaz Ullah,SWAT,General Physician,MBBS,4.0,11.0,100.0,14.0,11.0,"Lady Reading Hospital, Khyber Pakhtunkhwa, Peshawar",https://www.marham.pk/doctors/peshawar/general-physician/dr-maaz-ullah#reviews-scroll,500.0
Dr. Ihsan Ali Khan,SWAT,General Physician,MBBS,7.0,7.0,89.0,11.0,4.0,"Dr Ihsan Hair restoration &amp; Cosmetic Clinic??, Saidu Sharif, Swat",https://www.marham.pk/doctors/swat/general-physician/dr-ihsan-ali-khan#reviews-scroll,500.0
Dr. Sohail,SWAT,General Physician,MBBS,12.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,500.0
Dr. Asim Abbas,SWAT,General Physician,MBBS,10.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,1000.0
Dr. Wasim Akram,SWAT,Neuro Surgeon,MBBS,8.0,0.0,94.0,14.0,11.0,"Ibrahimi Hospital, Khyber Pakhtunkhwa, Swat",No Link Available,800.0
Dr. Shahrukh Khan,SWAT,Neuro Surgeon,MBBS,2.0,2.0,100.0,20.0,0.0,"Swat Institute of Medical Sciences, Saidu Sharif, Swat",https://www.marham.pk/doctors/swat/general-physician/dr-shahrukh-khan#reviews-scroll,1000.0
Dr. Shahab Uddin Khan,SWAT,General Physician,MBBS,3.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,1000.0
Dr. Jibran Khan,SWAT,General Physician,MBBS,1.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,500.0
Dr. Irfan Ali,SWAT,Ent Specialist,"MBBS, FCPS",7.0,11.0,92.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/ent-specialist/swat/dr-irfan-ali-26115#reviews-scroll,500.0
Prof. Dr. Ihsan Ullah,SWAT,Ent Specialist,"MD, FCPS (Otorhinolaryngology), DLO (Otorhinolaryngology), MCPS",25.0,41.0,100.0,14.0,12.0,"Dr Ihsan Ullah Clinic, Saidu Sharif, Swat",https://www.marham.pk/doctors/swat/ent-specialist/prof-dr-ihsan-ullah#reviews-scroll,1000.0
Dr. Sajad Ali,SWAT,Ent Specialist,"MBBS, MCPS* (Otolaryngology)",4.0,0.0,94.0,14.0,11.0,"Sikandar Medical Infirmary, Matta, Swat",No Link Available,1000.0
Dr. Muhammad Ayaz Khan,SWAT,Eye Surgeon,"MBBS, MCPS (Ophthamology)",8.0,4.0,100.0,16.0,8.0,"Seena Medical Center, Shamozai, Swat",https://www.marham.pk/doctors/swat/eye-surgeon/dr-muhammad-ayaz-khan#reviews-scroll,500.0
Dr. Muhammad Farooq Sherzada,SWAT,Neuro Surgeon,"MBBS, FCPS, Clinical Fellowship In Spine Surgery, Fellowship in Full Endoscopic Spine Surgery, Fellowship in Interventional Pain &amp; Spine",8.0,91.0,100.0,15.0,19.0,"Quaid-E-Azam International Hospital, Main Peshawar Road, Islamabad",https://www.marham.pk/doctors/peshawar/neuro-surgeon/dr-muhammad-farooq-sherzada#reviews-scroll,3500.0
Dr. Haider Ali,SWAT,Neuro Surgeon,"MBBS, FCPS (Neurology)",6.0,0.0,94.0,14.0,11.0,"Shifa Medical Center, Saidu Sharif, Swat",No Link Available,800.0
Dr. Kamran Ali,TALAGANG,Pediatrician,"MBBS, FCPS (Pediatrics)*",6.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,500.0
Dr. Faisal Haneef,TALAGANG,General Physician,MBBS,4.0,12.0,100.0,5.0,2.0,No Address Available,https://www.marham.pk/online-consultation/general-physician/talagang/dr-faisal-haneef-21514#reviews-scroll,300.0
Dr. Shabir Ahmad,TALAGANG,General Physician,MBBS,17.0,0.0,94.0,14.0,11.0,"City Hospital Talagang, Makkah Complex, Talagang",No Link Available,400.0
Assoc. Prof. Dr. Zamir Iqbal,TALAGANG,Eye Surgeon,"MBBS, MCPS (Ophthalmology) , FCPS (Ophthalmology) FCPS (Vitreoretinal Ophthalmology)",15.0,1.0,100.0,14.0,11.0,"Bilal Eye Hospital, Muhammadabad, Talagang",https://www.marham.pk/doctors/talagang/eye-surgeon/dr-zamir-iqbal#reviews-scroll,300.0
Dr. Ahmed Mujtaba,TANDO-MUHAMMAD-KHAN,General Physician,MBBS,7.0,0.0,94.0,14.0,11.0,"Al Madina Medical Centre, Tando Mohammad Khan District, Tando Muhammad Khan",No Link Available,300.0
